id,sbi
20231021_500101030_00:00,0.40074777603149414
20231021_500101030_00:20,0.40640706568956375
20231021_500101030_00:40,0.41252220422029495
20231021_500101030_01:00,0.41861897706985474
20231021_500101030_01:20,0.4247156232595444
20231021_500101030_01:40,0.430812269449234
20231021_500101030_02:00,0.43711790442466736
20231021_500101030_02:20,0.44408077746629715
20231021_500101030_02:40,0.44923798739910126
20231021_500101030_03:00,0.4538424536585808
20231021_500101030_03:20,0.45905932039022446
20231021_500101030_03:40,0.46603498607873917
20231021_500101030_04:00,0.47344978153705597
20231021_500101030_04:20,0.4832921400666237
20231021_500101030_04:40,0.4940929338335991
20231021_500101030_05:00,0.5056786388158798
20231021_500101030_05:20,0.5190027505159378
20231021_500101030_05:40,0.5334057509899139
20231021_500101030_06:00,0.5482275523245335
20231021_500101030_06:20,0.5637847408652306
20231021_500101030_06:40,0.5810091532766819
20231021_500101030_07:00,0.6077531948685646
20231021_500101030_07:20,0.6649960465729237
20231021_500101030_07:40,0.7569374963641167
20231021_500101030_08:00,0.8708637431263924
20231021_500101030_08:20,1.0197667963802814
20231021_500101030_08:40,1.1977904736995697
20231021_500101030_09:00,1.4035176411271095
20231021_500101030_09:20,1.6328431889414787
20231021_500101030_09:40,1.8482612296938896
20231021_500101030_10:00,2.0407979115843773
20231021_500101030_10:20,2.224882200360298
20231021_500101030_10:40,2.361916273832321
20231021_500101030_11:00,2.497584193944931
20231021_500101030_11:20,2.6340931355953217
20231021_500101030_11:40,2.7764395773410797
20231021_500101030_12:00,2.921588748693466
20231021_500101030_12:20,3.0598759949207306
20231021_500101030_12:40,3.186332955956459
20231021_500101030_13:00,3.315687134861946
20231021_500101030_13:20,3.4419356137514114
20231021_500101030_13:40,3.5427626967430115
20231021_500101030_14:00,3.6313075721263885
20231021_500101030_14:20,3.7034641802310944
20231021_500101030_14:40,3.7568827271461487
20231021_500101030_15:00,3.801473081111908
20231021_500101030_15:20,3.8154603838920593
20231021_500101030_15:40,3.803854539990425
20231021_500101030_16:00,3.791086971759796
20231021_500101030_16:20,3.7751554399728775
20231021_500101030_16:40,3.7475296556949615
20231021_500101030_17:00,3.7140600383281708
20231021_500101030_17:20,3.672168046236038
20231021_500101030_17:40,3.542190194129944
20231021_500101030_18:00,3.363663613796234
20231021_500101030_18:20,3.1491392850875854
20231021_500101030_18:40,2.910953626036644
20231021_500101030_19:00,2.743285596370697
20231021_500101030_19:20,2.598094880580902
20231021_500101030_19:40,2.4716873168945312
20231021_500101030_20:00,2.341777354478836
20231021_500101030_20:20,2.2336067855358124
20231021_500101030_20:40,2.1618823409080505
20231021_500101030_21:00,2.102782592177391
20231021_500101030_21:20,2.0505489483475685
20231021_500101030_21:40,2.0146154165267944
20231021_500101030_22:00,1.978699617087841
20231021_500101030_22:20,1.9503768235445023
20231021_500101030_22:40,1.923983059823513
20231021_500101030_23:00,1.9080583676695824
20231021_500101030_23:20,1.8923583701252937
20231021_500101030_23:40,1.878955602645874
20231022_500101030_00:00,2.3968662917613983
20231022_500101030_00:20,2.434256538748741
20231022_500101030_00:40,2.470704436302185
20231022_500101030_01:00,2.5027235448360443
20231022_500101030_01:20,2.5325139462947845
20231022_500101030_01:40,2.559055268764496
20231022_500101030_02:00,2.5818099677562714
20231022_500101030_02:20,2.604580879211426
20231022_500101030_02:40,2.6282971799373627
20231022_500101030_03:00,2.653558224439621
20231022_500101030_03:20,2.6826038658618927
20231022_500101030_03:40,2.716253340244293
20231022_500101030_04:00,2.7512385696172714
