id,sbi
20231021_500101004_00:00,9.781673729419708
20231021_500101004_00:20,9.799910008907318
20231021_500101004_00:40,9.818140387535095
20231021_500101004_01:00,9.836686789989471
20231021_500101004_01:20,9.856260597705841
20231021_500101004_01:40,9.875558376312256
20231021_500101004_02:00,9.89473682641983
20231021_500101004_02:20,9.898849725723267
20231021_500101004_02:40,9.899168372154236
20231021_500101004_03:00,9.89197850227356
20231021_500101004_03:20,9.880311846733093
20231021_500101004_03:40,9.868201971054077
20231021_500101004_04:00,9.856261909008026
20231021_500101004_04:20,9.84329903125763
20231021_500101004_04:40,9.82921826839447
20231021_500101004_05:00,9.812113642692566
20231021_500101004_05:20,9.793891787528992
20231021_500101004_05:40,9.77455335855484
20231021_500101004_06:00,9.7531076669693
20231021_500101004_06:20,9.729754030704498
20231021_500101004_06:40,9.70153284072876
20231021_500101004_07:00,9.669611155986786
20231021_500101004_07:20,9.57089239358902
20231021_500101004_07:40,8.699240326881409
20231021_500101004_08:00,7.133145570755005
20231021_500101004_08:20,3.7865883111953735
20231021_500101004_08:40,1.3541154637932777
20231021_500101004_09:00,0.9315495640039444
20231021_500101004_09:20,0.8928600028157234
20231021_500101004_09:40,0.8842777758836746
20231021_500101004_10:00,0.9015479534864426
20231021_500101004_10:20,0.9737816080451012
20231021_500101004_10:40,1.0949237197637558
20231021_500101004_11:00,1.4072449207305908
20231021_500101004_11:20,2.169862538576126
20231021_500101004_11:40,4.3134236335754395
20231021_500101004_12:00,7.294835686683655
20231021_500101004_12:20,8.872013568878174
20231021_500101004_12:40,9.506363868713379
20231021_500101004_13:00,9.829048454761505
20231021_500101004_13:20,9.865499377250671
20231021_500101004_13:40,7.595296323299408
20231021_500101004_14:00,3.2855567932128906
20231021_500101004_14:20,1.3216536045074463
20231021_500101004_14:40,0.9705482646822929
20231021_500101004_15:00,0.8687182739377022
20231021_500101004_15:20,0.8541077449917793
20231021_500101004_15:40,0.8622570782899857
20231021_500101004_16:00,0.878563366830349
