id,sbi
20231021_500101025_00:00,1.3516592513769865
20231021_500101025_00:20,1.6422683000564575
20231021_500101025_00:40,2.044135110452771
20231021_500101025_01:00,2.623336957767606
20231021_500101025_01:20,3.135124247521162
20231021_500101025_01:40,3.723828323185444
20231021_500101025_02:00,4.112981915473938
20231021_500101025_02:20,4.326410852372646
20231021_500101025_02:40,4.50104421749711
20231021_500101025_03:00,4.665841218084097
20231021_500101025_03:20,4.759535439312458
20231021_500101025_03:40,4.84603688120842
20231021_500101025_04:00,4.963111784309149
20231021_500101025_04:20,5.081872120499611
20231021_500101025_04:40,5.213297545909882
20231021_500101025_05:00,5.416393339633942
20231021_500101025_05:20,5.670585416257381
20231021_500101025_05:40,5.929594807326794
20231021_500101025_06:00,6.23314905166626
20231021_500101025_06:20,6.554103456437588
20231021_500101025_06:40,6.8762077912688255
20231021_500101025_07:00,7.281762085855007
20231021_500101025_07:20,7.69851990044117
20231021_500101025_07:40,8.120162151753902
20231021_500101025_08:00,8.811841025948524
20231021_500101025_08:20,10.166369386017323
20231021_500101025_08:40,12.712197259068489
20231021_500101025_09:00,16.040761649608612
20231021_500101025_09:20,18.19929912686348
20231021_500101025_09:40,19.039826452732086
20231021_500101025_10:00,18.30523283779621
20231021_500101025_10:20,16.371723175048828
20231021_500101025_10:40,13.81101407110691
20231021_500101025_11:00,10.890697717666626
20231021_500101025_11:20,8.507105872035027
20231021_500101025_11:40,7.04934049397707
20231021_500101025_12:00,5.784956619143486
20231021_500101025_12:20,4.902934078127146
20231021_500101025_12:40,4.184371992945671
20231021_500101025_13:00,3.638398624956608
20231021_500101025_13:20,3.2783185690641403
20231021_500101025_13:40,2.9567287154495716
20231021_500101025_14:00,2.7114179860800505
20231021_500101025_14:20,2.5511325616389513
20231021_500101025_14:40,2.3816690873354673
20231021_500101025_15:00,2.2314001880586147
20231021_500101025_15:20,2.1020734403282404
20231021_500101025_15:40,1.968988398090005
20231021_500101025_16:00,1.8920231144875288
20231021_500101025_16:20,1.810067916288972
20231021_500101025_16:40,1.7339197173714638
20231021_500101025_17:00,1.6501197628676891
20231021_500101025_17:20,1.5708996132016182
20231021_500101025_17:40,1.5075359959155321
20231021_500101025_18:00,1.4611882455646992
20231021_500101025_18:20,1.4159573251381516
20231021_500101025_18:40,1.4100431883707643
20231021_500101025_19:00,1.4222623938694596
20231021_500101025_19:20,1.4677664134651423
20231021_500101025_19:40,1.65961092710495
20231021_500101025_20:00,2.26296204328537
20231021_500101025_20:20,2.8821656350046396
20231021_500101025_20:40,3.3856566846370697
20231021_500101025_21:00,3.7790614776313305
20231021_500101025_21:20,4.137238137423992
20231021_500101025_21:40,4.47599359229207
20231021_500101025_22:00,4.778724666684866
20231021_500101025_22:20,5.039433874189854
20231021_500101025_22:40,5.289018116891384
20231021_500101025_23:00,5.491030365228653
20231021_500101025_23:20,5.671626549214125
20231021_500101025_23:40,5.841994699090719
20231022_500101025_00:00,4.542486693710089
20231022_500101025_00:20,4.503713250160217
20231022_500101025_00:40,4.47089709341526
20231022_500101025_01:00,4.453805990517139
20231022_500101025_01:20,4.44896175339818
20231022_500101025_01:40,4.444842953234911
20231022_500101025_02:00,4.449145048856735
20231022_500101025_02:20,4.464368898421526
20231022_500101025_02:40,4.490094065666199
20231022_500101025_03:00,4.536550797522068
20231022_500101025_03:20,4.586914636194706
20231022_500101025_03:40,4.634212609380484
20231022_500101025_04:00,4.6767058074474335
20231022_500101025_04:20,4.72004172205925
20231022_500101025_04:40,4.789227090775967
20231022_500101025_05:00,5.004277657717466
20231022_500101025_05:20,5.280310660600662
20231022_500101025_05:40,5.618958793580532
20231022_500101025_06:00,6.139000095427036
20231022_500101025_06:20,6.832606337964535
20231022_500101025_06:40,7.6502530798316
20231022_500101025_07:00,8.789497420191765
20231022_500101025_07:20,10.381336972117424
20231022_500101025_07:40,13.1036366969347
20231022_500101025_08:00,20.972874373197556
20231022_500101025_08:20,27.07680344581604
20231022_500101025_08:40,28.94621354341507
20231022_500101025_09:00,29.149805009365082
20231022_500101025_09:20,29.389403522014618
20231022_500101025_09:40,29.10947558283806
20231022_500101025_10:00,27.389982730150223
20231022_500101025_10:20,20.324182525277138
20231022_500101025_10:40,14.83075051009655
20231022_500101025_11:00,11.558138810098171
20231022_500101025_11:20,9.033624842762947
20231022_500101025_11:40,7.629311665892601
20231022_500101025_12:00,6.77693983912468
20231022_500101025_12:20,6.2868188470602036
20231022_500101025_12:40,5.982171099632978
20231022_500101025_13:00,5.747204024344683
20231022_500101025_13:20,5.52409103885293
20231022_500101025_13:40,5.393627822399139
20231022_500101025_14:00,5.304961871355772
20231022_500101025_14:20,5.211112014949322
20231022_500101025_14:40,5.1234514228999615
20231022_500101025_15:00,5.076181478798389
20231022_500101025_15:20,5.043107159435749
20231022_500101025_15:40,5.029383972287178
20231022_500101025_16:00,5.021515544503927
20231022_500101025_16:20,5.0207871571183205
20231022_500101025_16:40,5.017784725874662
20231022_500101025_17:00,5.012395396828651
20231022_500101025_17:20,5.019318580627441
20231022_500101025_17:40,5.028400003910065
20231022_500101025_18:00,5.039597991853952
20231022_500101025_18:20,5.056321397423744
20231022_500101025_18:40,5.087147489190102
20231022_500101025_19:00,5.128127485513687
20231022_500101025_19:20,5.174468044191599
20231022_500101025_19:40,5.243719059973955
20231022_500101025_20:00,5.3128395192325115
20231022_500101025_20:20,5.380416534841061
20231022_500101025_20:40,5.446245789527893
20231022_500101025_21:00,5.512101598083973
20231022_500101025_21:20,5.577969208359718
20231022_500101025_21:40,5.643837556242943
20231022_500101025_22:00,5.709689676761627
20231022_500101025_22:20,5.775483526289463
20231022_500101025_22:40,5.840587712824345
20231022_500101025_23:00,5.904911510646343
20231022_500101025_23:20,5.969252273440361
20231022_500101025_23:40,6.033064171671867
20231023_500101025_00:00,4.953552022576332
20231023_500101025_00:20,5.136512976139784
20231023_500101025_00:40,5.339977204799652
20231023_500101025_01:00,5.537464968860149
20231023_500101025_01:20,5.70775493234396
20231023_500101025_01:40,5.858456991612911
20231023_500101025_02:00,6.006558984518051
20231023_500101025_02:20,6.156167171895504
20231023_500101025_02:40,6.434878796339035
20231023_500101025_03:00,6.836960434913635
20231023_500101025_03:20,7.21259368211031
20231023_500101025_03:40,7.5747324004769325
20231023_500101025_04:00,7.993343085050583
20231023_500101025_04:20,8.472577728331089
20231023_500101025_04:40,9.073185682296753
20231023_500101025_05:00,9.760151244699955
20231023_500101025_05:20,10.76512373238802
