id,sbi
20231021_500101003_00:00,15.061835289001465
20231021_500101003_00:20,15.062334060668945
20231021_500101003_00:40,15.061925888061523
20231021_500101003_01:00,15.060957908630371
20231021_500101003_01:20,15.059693336486816
20231021_500101003_01:40,15.049941062927246
20231021_500101003_02:00,15.035150527954102
20231021_500101003_02:20,15.011131286621094
20231021_500101003_02:40,14.968442916870117
20231021_500101003_03:00,14.927885055541992
20231021_500101003_03:20,14.887147903442383
20231021_500101003_03:40,14.844429016113281
20231021_500101003_04:00,14.770759582519531
20231021_500101003_04:20,14.605566024780273
20231021_500101003_04:40,14.240930557250977
20231021_500101003_05:00,13.74455738067627
20231021_500101003_05:20,13.429656982421875
20231021_500101003_05:40,13.199161529541016
20231021_500101003_06:00,12.97408676147461
20231021_500101003_06:20,12.805471420288086
20231021_500101003_06:40,12.616673469543457
20231021_500101003_07:00,12.4840087890625
20231021_500101003_07:20,12.365423202514648
20231021_500101003_07:40,11.546822547912598
20231021_500101003_08:00,5.680943489074707
20231021_500101003_08:20,2.418027400970459
20231021_500101003_08:40,1.4696986675262451
20231021_500101003_09:00,1.1581711769104004
20231021_500101003_09:20,0.9890658855438232
20231021_500101003_09:40,0.908322811126709
20231021_500101003_10:00,0.8717281818389893
20231021_500101003_10:20,0.8652660846710205
20231021_500101003_10:40,0.8616452217102051
20231021_500101003_11:00,0.8580009937286377
20231021_500101003_11:20,0.8543615341186523
20231021_500101003_11:40,0.8507933616638184
20231021_500101003_12:00,0.8472285270690918
20231021_500101003_12:20,0.843517541885376
20231021_500101003_12:40,0.839665412902832
20231021_500101003_13:00,0.8418817520141602
20231021_500101003_13:20,0.8476927280426025
20231021_500101003_13:40,0.8535711765289307
20231021_500101003_14:00,0.8596329689025879
20231021_500101003_14:20,0.865694522857666
20231021_500101003_14:40,0.8718984127044678
20231021_500101003_15:00,0.8783657550811768
20231021_500101003_15:20,0.9372549057006836
20231021_500101003_15:40,1.0709233283996582
20231021_500101003_16:00,1.2367210388183594
20231021_500101003_16:20,1.4167050123214722
20231021_500101003_16:40,1.6379551887512207
20231021_500101003_17:00,2.292374610900879
20231021_500101003_17:20,2.9088656902313232
20231021_500101003_17:40,3.0492961406707764
20231021_500101003_18:00,3.0547361373901367
20231021_500101003_18:20,3.0600860118865967
20231021_500101003_18:40,3.0644452571868896
20231021_500101003_19:00,3.06880521774292
20231021_500101003_19:20,3.073026657104492
20231021_500101003_19:40,3.0774197578430176
20231021_500101003_20:00,3.083817720413208
20231021_500101003_20:20,3.090489149093628
20231021_500101003_20:40,3.0971157550811768
20231021_500101003_21:00,3.1293857097625732
20231021_500101003_21:20,3.3492190837860107
20231021_500101003_21:40,4.774898529052734
20231021_500101003_22:00,6.562185287475586
20231021_500101003_22:20,11.43459701538086
20231021_500101003_22:40,12.757874488830566
20231021_500101003_23:00,13.285150527954102
20231021_500101003_23:20,13.614944458007812
20231021_500101003_23:40,13.641668319702148
20231022_500101003_00:00,15.010580062866211
20231022_500101003_00:20,15.001298904418945
20231022_500101003_00:40,14.990612030029297
20231022_500101003_01:00,14.980561256408691
20231022_500101003_01:20,14.970511436462402
20231022_500101003_01:40,14.95897102355957
20231022_500101003_02:00,14.945756912231445
20231022_500101003_02:20,14.932334899902344
20231022_500101003_02:40,14.918914794921875
20231022_500101003_03:00,14.90549373626709
20231022_500101003_03:20,14.892072677612305
20231022_500101003_03:40,14.869792938232422
20231022_500101003_04:00,14.845008850097656
20231022_500101003_04:20,14.820223808288574
20231022_500101003_04:40,14.795437812805176
20231022_500101003_05:00,14.7695951461792
20231022_500101003_05:20,14.687257766723633
20231022_500101003_05:40,14.57138442993164
20231022_500101003_06:00,14.424640655517578
20231022_500101003_06:20,14.234121322631836
20231022_500101003_06:40,13.866894721984863
20231022_500101003_07:00,13.544267654418945
20231022_500101003_07:20,13.233495712280273
20231022_500101003_07:40,12.942643165588379
20231022_500101003_08:00,12.582366943359375
20231022_500101003_08:20,12.053533554077148
20231022_500101003_08:40,10.119176864624023
20231022_500101003_09:00,6.81143856048584
20231022_500101003_09:20,4.703874588012695
20231022_500101003_09:40,3.6464624404907227
20231022_500101003_10:00,3.09032940864563
20231022_500101003_10:20,2.8404064178466797
20231022_500101003_10:40,2.7130794525146484
20231022_500101003_11:00,2.5887672901153564
20231022_500101003_11:20,2.4051716327667236
20231022_500101003_11:40,2.160930633544922
20231022_500101003_12:00,1.7911221981048584
20231022_500101003_12:20,1.4327651262283325
20231022_500101003_12:40,1.1478567123413086
20231022_500101003_13:00,0.9572045803070068
20231022_500101003_13:20,0.8724043369293213
20231022_500101003_13:40,0.8428497314453125
20231022_500101003_14:00,0.8299930095672607
20231022_500101003_14:20,0.8351876735687256
20231022_500101003_14:40,0.8403770923614502
20231022_500101003_15:00,0.8609611988067627
20231022_500101003_15:20,0.9238371849060059
20231022_500101003_15:40,1.0156450271606445
20231022_500101003_16:00,1.1461024284362793
20231022_500101003_16:20,1.3354214429855347
