id,sbi
20231021_500101021_00:00,2.5397857825737447e-05
20231021_500101021_00:20,2.544937842685613e-05
20231021_500101021_00:40,2.5497604383417638e-05
20231021_500101021_01:00,2.556290837674169e-05
20231021_500101021_01:20,2.565523163866601e-05
20231021_500101021_01:40,2.5765511509234784e-05
20231021_500101021_02:00,2.588457391539123e-05
20231021_500101021_02:20,2.599759136501234e-05
20231021_500101021_02:40,2.6122415420104517e-05
20231021_500101021_03:00,2.6255678221787093e-05
20231021_500101021_03:20,2.6398229692858877e-05
20231021_500101021_03:40,2.653034653121722e-05
20231021_500101021_04:00,2.665800366230542e-05
20231021_500101021_04:20,2.6791912659973605e-05
20231021_500101021_04:40,2.692609859877848e-05
20231021_500101021_05:00,2.7047325602325145e-05
20231021_500101021_05:20,2.7140839392814087e-05
20231021_500101021_05:40,2.7197262170375325e-05
20231021_500101021_06:00,2.7236610094405478e-05
20231021_500101021_06:20,2.7272316401649732e-05
20231021_500101021_06:40,2.730016012719716e-05
20231021_500101021_07:00,2.732452776399441e-05
20231021_500101021_07:20,2.7347561626811512e-05
20231021_500101021_07:40,2.7352708912076196e-05
20231021_500101021_08:00,2.7347440664016176e-05
20231021_500101021_08:20,2.734753934419132e-05
20231021_500101021_08:40,2.735775433393428e-05
20231021_500101021_09:00,2.7374619094189256e-05
20231021_500101021_09:20,2.7392209631216247e-05
20231021_500101021_09:40,2.740270792855881e-05
20231021_500101021_10:00,2.7420772767072776e-05
20231021_500101021_10:20,2.742347214734764e-05
20231021_500101021_10:40,2.7416682314651553e-05
20231021_500101021_11:00,2.740816080404329e-05
20231021_500101021_11:20,2.7407291781855747e-05
20231021_500101021_11:40,2.7412509098212468e-05
20231021_500101021_12:00,2.7417818728281418e-05
20231021_500101021_12:20,2.7420368496677838e-05
20231021_500101021_12:40,2.743039249253343e-05
20231021_500101021_13:00,2.7444096303952392e-05
20231021_500101021_13:20,2.746227573879878e-05
20231021_500101021_13:40,2.7493974357639672e-05
20231021_500101021_14:00,2.75213819804776e-05
20231021_500101021_14:20,2.7537692858459195e-05
20231021_500101021_14:40,2.752890713964007e-05
20231021_500101021_15:00,2.751880674622953e-05
20231021_500101021_15:20,2.751929378064233e-05
20231021_500101021_15:40,2.7520286948856665e-05
20231021_500101021_16:00,2.7524253255251097e-05
20231021_500101021_16:20,2.7524253255251097e-05
20231021_500101021_16:40,2.7521706670086132e-05
20231021_500101021_17:00,2.7512608994584298e-05
20231021_500101021_17:20,2.7501378554006806e-05
20231021_500101021_17:40,2.747614189502201e-05
20231021_500101021_18:00,2.743576897046296e-05
20231021_500101021_18:20,2.73958544312336e-05
