id,sbi
20231021_500101027_00:00,37.40855222940445
20231021_500101027_00:20,37.485802710056305
20231021_500101027_00:40,37.542324900627136
20231021_500101027_01:00,37.56562650203705
20231021_500101027_01:20,37.52668046951294
20231021_500101027_01:40,37.48440098762512
20231021_500101027_02:00,37.44183790683746
20231021_500101027_02:20,37.39832639694214
20231021_500101027_02:40,37.353701412677765
20231021_500101027_03:00,37.307126104831696
20231021_500101027_03:20,37.25687563419342
20231021_500101027_03:40,37.205667436122894
20231021_500101027_04:00,37.15224623680115
20231021_500101027_04:20,37.09199774265289
20231021_500101027_04:40,37.02103990316391
20231021_500101027_05:00,36.92959785461426
20231021_500101027_05:20,36.51669180393219
20231021_500101027_05:40,34.3668075799942
20231021_500101027_06:00,30.920671820640564
20231021_500101027_06:20,24.36400008201599
20231021_500101027_06:40,18.949146330356598
20231021_500101027_07:00,11.118811011314392
20231021_500101027_07:20,3.877549834549427
20231021_500101027_07:40,1.5189639888703823
20231021_500101027_08:00,0.8775362838059664
20231021_500101027_08:20,0.6358088292181492
20231021_500101027_08:40,0.5351762222126126
20231021_500101027_09:00,0.4787029568105936
20231021_500101027_09:20,0.43283998779952526
20231021_500101027_09:40,0.4109441041946411
20231021_500101027_10:00,0.3903942983597517
20231021_500101027_10:20,0.3771611116826534
20231021_500101027_10:40,0.36886482685804367
20231021_500101027_11:00,0.36594159342348576
20231021_500101027_11:20,0.3685011025518179
20231021_500101027_11:40,0.3725247345864773
20231021_500101027_12:00,0.3839063197374344
20231021_500101027_12:20,0.39917787350714207
20231021_500101027_12:40,0.4360072296112776
20231021_500101027_13:00,0.5123910047113895
20231021_500101027_13:20,0.6109971217811108
20231021_500101027_13:40,0.7204698566347361
20231021_500101027_14:00,0.8548630457371473
20231021_500101027_14:20,0.9871957115828991
20231021_500101027_14:40,1.1207301132380962
20231021_500101027_15:00,1.2425447031855583
20231021_500101027_15:20,1.3326778672635555
20231021_500101027_15:40,1.4041472598910332
20231021_500101027_16:00,1.4715368673205376
20231021_500101027_16:20,1.530882552266121
20231021_500101027_16:40,1.5863697230815887
20231021_500101027_17:00,1.625486321747303
20231021_500101027_17:20,1.6507850289344788
20231021_500101027_17:40,1.681214813143015
20231021_500101027_18:00,1.7342836931347847
20231021_500101027_18:20,1.8054106459021568
20231021_500101027_18:40,1.9344304203987122
20231021_500101027_19:00,2.2106869854032993
20231021_500101027_19:20,2.9169480577111244
20231021_500101027_19:40,5.555946528911591
20231021_500101027_20:00,13.204543769359589
20231021_500101027_20:20,21.758260846138
20231021_500101027_20:40,26.62047564983368
20231021_500101027_21:00,29.069807767868042
20231021_500101027_21:20,30.364129900932312
20231021_500101027_21:40,31.173107385635376
20231021_500101027_22:00,31.70071291923523
20231021_500101027_22:20,32.069203197956085
20231021_500101027_22:40,32.39741313457489
20231021_500101027_23:00,32.72129237651825
20231021_500101027_23:20,33.03286761045456
