id,sbi
20231021_500101009_00:00,2.201007843017578
20231021_500101009_00:20,2.263305187225342
20231021_500101009_00:40,2.3398849964141846
20231021_500101009_01:00,2.430370807647705
20231021_500101009_01:20,2.5277721881866455
20231021_500101009_01:40,2.676696538925171
20231021_500101009_02:00,2.876859664916992
20231021_500101009_02:20,3.069512128829956
20231021_500101009_02:40,3.2926669120788574
20231021_500101009_03:00,3.5865650177001953
20231021_500101009_03:20,3.9898722171783447
20231021_500101009_03:40,4.4521965980529785
20231021_500101009_04:00,4.820710182189941
20231021_500101009_04:20,5.031098365783691
20231021_500101009_04:40,5.149688720703125
20231021_500101009_05:00,5.206986427307129
20231021_500101009_05:20,5.244405746459961
20231021_500101009_05:40,5.259528636932373
20231021_500101009_06:00,5.269245624542236
20231021_500101009_06:20,5.277735233306885
20231021_500101009_06:40,5.277294635772705
20231021_500101009_07:00,5.261531829833984
20231021_500101009_07:20,5.240241050720215
20231021_500101009_07:40,5.218950271606445
20231021_500101009_08:00,5.197659492492676
20231021_500101009_08:20,5.153270244598389
20231021_500101009_08:40,5.077465057373047
20231021_500101009_09:00,4.8781232833862305
20231021_500101009_09:20,4.458576202392578
20231021_500101009_09:40,4.100264549255371
20231021_500101009_10:00,3.9095864295959473
20231021_500101009_10:20,3.7669992446899414
20231021_500101009_10:40,3.623544454574585
20231021_500101009_11:00,3.5054314136505127
20231021_500101009_11:20,4.234161853790283
20231021_500101009_11:40,13.413557052612305
20231021_500101009_12:00,14.410289764404297
20231021_500101009_12:20,14.295013427734375
20231021_500101009_12:40,14.137287139892578
20231021_500101009_13:00,13.994197845458984
20231021_500101009_13:20,13.788957595825195
20231021_500101009_13:40,13.290142059326172
20231021_500101009_14:00,12.807941436767578
20231021_500101009_14:20,12.295295715332031
20231021_500101009_14:40,11.675567626953125
20231021_500101009_15:00,10.751981735229492
20231021_500101009_15:20,9.792560577392578
20231021_500101009_15:40,9.290922164916992
20231021_500101009_16:00,9.022123336791992
20231021_500101009_16:20,8.925826072692871
20231021_500101009_16:40,9.111438751220703
20231021_500101009_17:00,10.321765899658203
20231021_500101009_17:20,13.323925018310547
20231021_500101009_17:40,13.974605560302734
20231021_500101009_18:00,14.345802307128906
20231021_500101009_18:20,14.34912109375
20231021_500101009_18:40,14.353790283203125
20231021_500101009_19:00,14.350746154785156
20231021_500101009_19:20,14.310895919799805
20231021_500101009_19:40,14.193029403686523
20231021_500101009_20:00,14.045957565307617
20231021_500101009_20:20,13.238601684570312
20231021_500101009_20:40,8.662778854370117
20231021_500101009_21:00,2.871286392211914
20231021_500101009_21:20,2.0448355674743652
20231021_500101009_21:40,2.0448355674743652
20231021_500101009_22:00,2.0448355674743652
20231021_500101009_22:20,2.0448355674743652
20231021_500101009_22:40,2.0448355674743652
20231021_500101009_23:00,2.0448355674743652
20231021_500101009_23:20,2.0448355674743652
20231021_500101009_23:40,2.0448355674743652
20231022_500101009_00:00,3.343445301055908
20231022_500101009_00:20,3.434213161468506
20231022_500101009_00:40,3.5249810218811035
20231022_500101009_01:00,3.613961935043335
20231022_500101009_01:20,3.7012014389038086
20231022_500101009_01:40,3.7886414527893066
20231022_500101009_02:00,3.8792567253112793
20231022_500101009_02:20,3.9661903381347656
20231022_500101009_02:40,4.0054144859313965
20231022_500101009_03:00,4.039069175720215
20231022_500101009_03:20,4.0690178871154785
20231022_500101009_03:40,4.096953392028809
20231022_500101009_04:00,4.119795799255371
20231022_500101009_04:20,4.136484622955322
20231022_500101009_04:40,4.155755519866943
20231022_500101009_05:00,4.183270454406738
20231022_500101009_05:20,4.208966255187988
20231022_500101009_05:40,4.234317779541016
20231022_500101009_06:00,4.259398937225342
20231022_500101009_06:20,4.283670425415039
20231022_500101009_06:40,4.307941913604736
20231022_500101009_07:00,4.328742980957031
20231022_500101009_07:20,4.35734748840332
20231022_500101009_07:40,4.388545989990234
20231022_500101009_08:00,4.420026779174805
20231022_500101009_08:20,4.436871528625488
20231022_500101009_08:40,4.461658477783203
20231022_500101009_09:00,4.487359523773193
20231022_500101009_09:20,4.600057601928711
20231022_500101009_09:40,5.32578182220459
20231022_500101009_10:00,10.482789993286133
20231022_500101009_10:20,13.686285018920898
20231022_500101009_10:40,14.47462272644043
20231022_500101009_11:00,14.716075897216797
20231022_500101009_11:20,14.846033096313477
20231022_500101009_11:40,14.873458862304688
20231022_500101009_12:00,14.894948959350586
20231022_500101009_12:20,14.88804817199707
20231022_500101009_12:40,14.869852066040039
20231022_500101009_13:00,14.833341598510742
20231022_500101009_13:20,14.698171615600586
20231022_500101009_13:40,13.567419052124023
20231022_500101009_14:00,9.277695655822754
20231022_500101009_14:20,5.522709369659424
20231022_500101009_14:40,4.2574005126953125
20231022_500101009_15:00,3.9908196926116943
20231022_500101009_15:20,3.988804578781128
20231022_500101009_15:40,4.094664573669434
20231022_500101009_16:00,4.202030181884766
20231022_500101009_16:20,4.345227241516113
20231022_500101009_16:40,4.636525630950928
20231022_500101009_17:00,5.408222675323486
20231022_500101009_17:20,6.325629711151123
20231022_500101009_17:40,7.241652011871338
